noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A3936,LMB,19.8,74,51,62,5.98,0,0
A3937,MB,14.6,89,75,82,7.71,0,0
A3938,KR,15.7,68,54,61,4.59,0,0
A3939,KR,19.2,70,52,61,5.61,0,0
A3940,KR,17.5,89,63,76,7.94,0,0
A3941,KR,14.6,77,54,65,4.84,0,0
A3942,KR,15.6,87,65,76,7.08,0,0
A3943,MB,16.2,69,57,63,5.05,0,0
A3944,KR,15.9,72,56,64,4.48,20,12.4
A3945,MRS,16.7,70,55,62,5.04,0,0
A3946,MM,16.6,59,49,54,3.8,0,0
A3947,MK,18.3,76,57,66,6.26,0,0
A3948,MB,16.8,73,54,63,5.24,0,0
A3949,MM,12.9,87,75,81,6.65,0,0
A3950,KR,20,85,64,74,8.6,0,0
A3951,KR,19,89,62,75,8.39,0,0
A3952,MB,19.4,70,55,62,5.86,0,0
A3953,MM,18.9,68,54,61,5.52,0,0
A3954,MM,19.6,66,58,62,5.92,0,0
A3955,MM,17.7,64,53,58,4.33,14,7.4
A3956,KR,21.2,56,41,48,3.84,0,0
A3957,LMB,17.5,72,58,65,5.1,20,12.1
A3958,MB,16,62,53,57,3.77,14,7.7
A3959,MB,19.3,56,45,50,3.35,15,11.5
A3960,KR,15.7,65,46,55,3.73,0,0
A3961,KR,13,66,47,56,3.2,0,0
A3962,KR,10,59,52,55,2.38,0,0
A3963,MB,11.7,76,63,69,4.37,0,0
A3964,MB,11.6,62,54,58,3.06,0,0
A3965,KR,15.5,56,46,51,3.17,0,0
A3966,KR,16,67,46,56,3.94,0,0
A3967,MB,13.8,64,53,58,3.34,15,8.5
A3968,KR,16.3,83,65,74,7.01,0,0
A3969,KR,19.6,81,52,66,6.71,0,0
A3970,MP,16.8,74,57,65,5.57,0,0
A3971,KR,20.7,82,56,69,7.74,0,0
A3972,KR,20,77,48,62,6.04,0,0
A3973,MP,20.7,77,55,66,7.08,0,0
A3974,MM,10.7,73,66,69,4,0,0
A3975,BNS,14.7,83,76,79,7.21,0,0
A3976,BNS,11.6,93,83,88,6.33,25,10.3
A3977,KR,16.9,77,63,70,6.5,0,0
A3978,MP,11.8,75,69,72,4.8,0,0
A3979,KR,18,73,57,65,5.97,0,0
A3980,KR,13.8,59,49,54,3.16,0,0
A3981,KR,12.6,70,59,64,4.05,0,0
A3982,KR,13.5,69,54,61,3.95,0,0
A3983,KR,19.8,67,46,56,4.88,0,0
A3984,BNS,10.6,77,69,73,4.44,0,0
A3985,BNS,11.8,93,77,85,6.58,10,1.8
A3986,MB,20.6,68,46,57,5.26,0,0
A3987,MB,17.2,77,56,66,5.88,0,0
A3988,MB,12.2,90,79,84,6.76,0,0
A3989,MB,12.8,80,66,73,5.36,0,0
A3990,MM,20.9,77,54,65,6.94,0,0
A3991,MM,16.8,73,58,65,5.57,0,0
A3992,MM,16.8,83,69,76,7.62,0,0
A3993,MB,20.4,66,53,59,4.76,20,14.6
A3994,MB,15.6,63,52,57,3.98,0,0
A3995,MB,16.4,70,55,62,4.58,15,7.5
A3996,MM,11.9,65,52,58,3.14,0,0
A3997,MP,11.1,68,59,63,3.46,0,0
A3998,MM,10.9,68,56,62,3.29,0,0
A3999,MB,14.7,65,51,58,3.88,0,0
A4000,KR,20.9,77,53,65,6.94,0,0
A4001,KR,16.8,60,44,52,3.57,0,0
A4002,MB,10.6,77,67,72,4.21,10,2.5
A4003,MM,11.1,79,65,72,4.08,20,9.8
A4004,MM,12.9,88,82,85,7.32,0,0
A4005,MM,11.1,105,88,96,8.03,0,0
A4006,KR,14.4,86,69,77,5.81,25,13.4
A4007,KR,15.2,70,51,60,4.3,0,0
A4008,MB,12.7,63,55,59,3.01,19,13.2
A4009,LMB,16.7,67,49,58,4.41,0,0
A4010,KR,15.9,63,48,55,3.78,0,0
A4011,MB,12.6,84,71,77,5.59,15,4.8
A4012,KR,13.1,66,56,61,3.83,0,0
A4013,KR,11.9,74,57,65,3.95,0,0
A4014,KR,10.8,57,54,55,2.57,0,0
A4015,KR,13.1,85,69,77,6.1,0,0
A4016,KR,11.6,69,63,66,3.97,0,0
A4017,KR,14.7,56,45,50,2.89,0,0
A4018,KR,18.8,82,65,73,7.87,0,0
A4019,KR,21.2,74,51,62,6.4,0,0
A4020,KR,17,58,41,49,3.21,0,0
A4021,KR,16.9,56,41,48,3.06,0,0
A4022,KR,13,55,51,53,2.87,0,0
A4023,KR,21.4,66,47,56,5.27,0,0
A4024,KR,14.4,72,54,63,4.49,0,0
A4025,KR,20,78,54,66,6.84,0,0
A4026,KR,21.5,77,57,67,7.58,0,0
A4027,KR,23,77,53,65,7.63,0,0
A4028,KR,16.7,62,45,53,3.68,0,0
A4029,KR,22.9,59,42,50,4.5,0,0
A4030,MB,13.5,64,54,59,3.69,0,0
A4031,KR,18.7,74,54,64,6.02,0,0
A4032,KR,13.6,82,60,71,5.38,0,0
A4033,KR,15,58,41,49,2.83,0,0
A4034,KR,19.2,68,48,58,5.07,0,0
A4035,KR,14,68,57,62,4.23,0,0
A4036,KR,14.5,55,48,51,2.96,0,0
A4037,BNS,12.7,72,63,67,4.48,0,0
A4038,KR,20.4,76,63,69,7.63,0,0
A4039,KR,16,68,49,58,4.23,0,0
A4040,KR,16.5,78,52,65,5.48,0,0
A4041,MM,17.9,73,49,61,5.23,0,0
A4042,KR,18.1,82,79,80,9.1,0,0
A4043,KR,15.8,75,52,63,4.93,0,0
A4044,KR,17.7,82,57,69,6.62,0,0
A4045,MB,12.2,68,66,67,3.76,21,12.5
A4046,MM,11.5,89,80,84,6.37,0,0
A4047,KR,16,82,66,74,6.88,0,0
A4048,KR,10.5,78,67,72,4.28,0,0
A4049,KR,17.2,86,64,75,7.42,10,2.3
A4050,KR,10.6,92,70,81,5.46,0,0
A4051,MM,20.3,82,65,73,8.29,10,2.4
A4052,MM,10.6,68,55,61,2.63,21,15.1
A4053,MP,12.6,92,83,87,6.99,20,6.7
A4054,KR,17.8,96,67,81,8.46,20,7.8
A4055,MM,12.6,83,68,75,5.57,0,0
A4056,MM,13.6,68,57,62,4.11,0,0
A4057,MM,13.5,79,68,73,5.65,0,0
A4058,KR,17.8,69,53,61,5.2,0,0
A4059,KR,18.1,80,62,71,6.21,23,13.4
A4060,MP,17.9,69,59,64,5.76,0,0
A4061,KR,14,92,73,82,7.39,0,0
A4062,MB,12.7,83,70,76,5.76,0,0
A4063,KR,15.6,84,73,78,7.45,0,0
A4064,KR,14.8,58,42,50,2.91,0,0
A4065,KR,18.7,82,73,77,8.71,0,0
A4066,BNS,15.6,87,74,80,7.84,0,0
A4067,KR,14.3,75,64,69,4.72,21,11.8
A4068,MM,16.6,68,57,62,4.69,14,6.5
A4069,MP,17.7,56,48,52,3.76,0,0
A4070,KR,13.5,77,57,67,4.76,0,0
A4071,KR,11.5,82,68,75,5.08,0,0
A4072,KR,18.1,72,53,62,5.46,0,0
A4073,KR,17.7,73,52,62,5.34,0,0
A4074,KR,14.3,58,42,50,2.81,0,0
A4075,MB,21.9,72,46,59,5.99,0,0
A4076,LMB,21.5,76,59,67,7.58,0,0
A4077,LMB,11.6,89,77,83,5.98,16,4.7
A4078,LMB,12.4,77,63,70,4.77,0,0
A4079,KR,19.7,77,53,65,6.54,0,0
A4080,BNS,17.9,94,72,83,9.69,0,0
A4081,KR,20.8,76,57,66,7.12,0,0
A4082,MM,16.5,69,55,62,4.98,0,0
A4083,MM,13.8,69,57,63,4.3,0,0
A4084,MM,14.1,76,70,73,5.9,0,0
A4085,MM,16.8,64,46,55,3.99,0,0
A4086,KR,16.5,78,54,66,5.64,0,0
A4087,MB,15.5,70,56,63,4.53,14,6.3
A4088,KR,19.2,67,48,57,4.9,0,0
A4089,KR,16,77,58,67,5.64,0,0
A4090,BNS,16.1,88,68,78,7.69,0,0
A4091,KR,21.7,95,62,78,10.37,0,0
A4092,MK,19.2,65,52,58,5.07,0,0
A4093,KR,21,87,65,76,9.53,0,0
A4094,KR,21.1,97,72,84,11.69,0,0
A4095,KR,19.1,75,62,68,6.94,0,0
A4096,KR,17.3,75,54,64,5.57,0,0
A4097,MM,19.9,59,46,52,4.23,0,0
A4098,KR,20.2,66,49,57,5.15,0,0
A4099,KR,21.3,68,53,60,6.02,0,0
A4100,MB,21,92,64,78,10.03,0,0
A4101,MB,15.2,62,59,60,4,14,6.9
A4102,MM,17.5,69,48,58,4.62,0,0
A4103,MM,14.9,63,58,60,4.21,0,0
A4104,KR,22.1,60,48,54,5.06,0,0
A4105,KR,21.3,86,62,74,9.16,0,0
A4106,KR,21.3,62,52,57,5.44,0,0
A4107,KR,20.9,57,41,49,3.94,0,0
A4108,KR,20.8,55,41,48,3.76,0,0
A4109,BNS,21,99,67,83,10.6,19,6.7
A4110,KR,20.9,77,59,68,7.59,0,0
A4111,KR,16.1,90,63,76,7.3,0,0
A4112,KR,17.6,77,59,68,6.39,0,0
A4113,KR,18.6,65,46,55,4.42,0,0
A4114,KR,20.9,63,48,55,4.97,0,0
A4115,MK,9,57,53,55,2.14,0,0
A4116,MM,13.1,102,82,92,8.71,0,0
A4117,MM,13.8,67,51,59,3.77,0,0
A4118,KR,16.2,92,63,77,7.54,0,0
A4119,KR,16.1,102,77,89,10.02,0,0
A4120,KR,12.9,69,59,64,4.15,0,0
A4121,KR,11.9,94,69,81,6.13,0,0
A4122,KR,12.9,56,50,53,2.85,0,0
A4123,KR,21,82,53,67,7.4,0,0
A4124,KR,17.5,83,73,78,8.36,0,0
A4125,MM,15,60,41,50,2.95,0,0
A4126,KR,13.3,70,58,64,4.28,0,0
A4127,MB,20,68,53,60,5.65,0,0
A4128,KR,19.9,79,55,67,7.02,0,0
A4129,KR,13.5,92,79,85,7.66,0,0
A4130,KR,18,102,75,88,10.95,0,0
A4131,KR,17.5,58,52,55,4.16,0,0
A4132,MM,18.6,57,47,52,3.95,0,0
A4133,MB,19.7,80,63,71,7.16,18,8.2
A4134,MM,17.6,69,54,61,5.14,0,0
A4135,MK,19.6,57,42,49,3.7,0,0
A4136,MM,20,71,52,61,5.84,0,0
A4137,MM,16.7,68,55,61,4.88,0,0
A4138,MK,17,81,67,74,7.31,0,0
A4139,KR,18.9,84,63,73,7.91,0,0
A4140,MM,20.5,75,56,65,6.8,0,0
A4141,KR,19.4,77,49,63,6.05,0,0
A4142,KR,19.5,82,60,71,7.72,0,0
A4143,KR,19,89,65,77,8.85,0,0
A4144,KR,21.1,77,52,64,6.79,0,0
A4145,KR,20.3,66,47,56,5,0,0
A4146,MB,17.9,77,65,71,6.91,10,2.5
A4147,KR,21.2,83,62,72,8.63,0,0
A4148,KR,18.9,79,53,66,6.47,0,0
A4149,KR,21.2,77,58,67,7.47,0,0
A4150,KR,19.9,67,50,58,5.26,0,0
A4151,MM,21,55,43,49,3.96,0,0
A4152,KR,21.2,78,53,65,7.03,0,0
A4153,NY,17.4,57,48,52,3.7,0,0
A4154,KR,17,68,46,57,4.34,0,0
A4155,KR,14,70,54,62,4.23,0,0
A4156,KR,17.4,86,66,76,7.89,0,0
A4157,KR,14.9,55,43,49,2.81,0,0
A4158,KR,15.8,77,62,69,5.51,16,6.8
A4159,KR,9,88,83,85,5.11,0,0
A4160,KR,12.1,72,63,67,4.27,0,0
A4161,KR,12.2,88,74,81,6.29,0,0
A4162,KR,12.7,70,60,65,3.85,17,8.7
A4163,MK,10.7,58,51,54,2.45,0,0
A4164,KR,14.3,71,48,59,3.91,0,0
A4165,KR,21.4,81,54,67,7.54,0,0
A4166,LMB,19.7,64,51,57,5.03,0,0
A4167,KR,17.7,78,59,68,6.43,0,0
A4168,KR,12.1,109,89,99,8.62,24,7.5
A4169,KR,17.7,58,48,53,3.9,0,0
A4170,KR,21.2,62,47,54,4.86,0,0
A4171,KR,20.9,67,49,58,5.52,0,0
A4172,LMB,13.5,63,42,52,2.87,0,0
A4173,KR,16,68,47,57,4.08,0,0
A4174,MM,17.3,54,41,47,3,0,0
A4175,LMB,11.3,64,59,61,3.3,0,0
A4176,LMB,15.4,71,58,64,4.95,0,0
A4177,KR,14.4,55,43,49,2.72,0,0
A4178,KR,12.9,70,65,67,4.55,0,0
A4179,KR,12.7,54,44,49,2.39,0,0
A4180,KR,10.7,69,62,65,3.55,0,0
A4181,MM,14.1,57,46,51,2.88,0,0
A4182,MM,9.5,67,56,61,2.78,0,0
A4183,MM,20.2,77,56,66,6.91,0,0
A4184,KR,20.2,92,75,83,10.93,0,0
A4185,KR,17.6,69,41,55,4.18,0,0
A4186,MB,13.4,56,49,52,2.85,0,0
A4187,MB,18,62,43,52,3.82,0,0
A4188,MM,16.9,84,65,74,6.98,13,3.9
A4189,MB,16.1,58,39,48,2.91,0,0
A4190,KR,17.3,71,57,64,5.57,0,0
A4191,KR,19.7,63,47,55,4.68,0,0
A4192,KR,21.2,62,46,54,4.86,0,0
A4193,KR,18.8,57,42,49,3.55,0,0
A4194,KR,21.7,76,58,67,7.65,0,0
A4195,KR,16.3,56,41,48,2.95,0,0
A4196,KR,18.8,72,50,61,5.49,0,0
A4197,KR,20.1,62,42,52,4.27,0,0
A4198,KR,14.6,62,47,54,3.34,0,0
A4199,KR,14.3,63,45,54,3.28,0,0
A4200,KR,11,54,43,48,1.99,0,0
A4201,KR,14.8,57,44,50,2.91,0,0
A4202,KR,21.7,73,52,62,6.55,0,0
A4203,KR,17.5,73,58,65,5.81,0,0
A4204,KR,19,65,47,56,4.68,0,0
A4205,MM,11.6,58,49,53,2.56,0,0
A4206,MB,19.5,62,49,55,4.63,0,0
A4207,MM,15.8,66,54,60,4.24,12,5.1
A4208,KR,14,59,46,52,2.97,0,0
A4209,MM,11.8,65,57,61,3.45,0,0
A4210,MM,13.6,77,71,74,5.85,0,0
A4211,KR,18.6,58,44,51,3.8,0,0
A4212,MM,10.5,73,63,68,3.81,0,0
A4213,MM,12.3,70,59,64,3.96,0,0
A4214,MK,18.5,68,54,61,5.41,0,0
A4215,MM,18.9,66,59,62,5.71,0,0
A4216,MK,19,71,63,67,6.7,0,0
A4217,MP,12.8,78,69,73,5.36,0,0
A4218,MM,12.4,79,72,75,5.48,0,0
A4219,MP,12,73,62,67,4.23,0,0
A4220,MM,17.8,93,70,81,9.17,0,0
A4221,LMB,22.8,71,49,60,6.45,0,0
A4222,LMB,18.6,71,59,65,6.17,0,0
A4223,MM,12,70,59,64,3.86,0,0
A4224,KR,15.6,76,61,68,5.67,0,0
A4225,KR,22,85,53,69,8.23,0,0
A4226,KR,21.4,73,54,63,6.67,0,0
A4227,KR,13.4,73,61,67,4.72,0,0
A4228,KR,13.5,69,56,62,4.08,0,0
A4229,KR,16.4,71,48,59,4.48,0,0
A4230,KR,18.7,75,49,62,5.65,0,0
A4231,KR,22,87,53,70,8.47,0,0
A4232,KR,21.3,78,52,65,7.07,0,0
A4233,MM,12.8,85,67,76,5.81,0,0
A4234,MM,14.7,70,58,64,4.73,0,0
A4235,MM,18,56,49,52,3.82,0,0
A4236,MP,13.4,69,60,64,4.31,0,0
A4237,MB,12.6,62,52,57,3.22,0,0
A4238,KR,12.3,88,73,80,6.18,0,0
A4239,KR,12.6,73,62,67,4.44,0,0
A4240,KR,16.2,99,80,89,10.08,0,0
A4241,KR,20.2,62,48,55,4.8,0,0
A4242,KR,19.7,97,64,80,9.9,0,0
A4243,MM,15.7,64,46,55,3.73,0,0
A4244,KR,16,54,45,49,2.86,10,5.3
A4245,MM,17,74,58,66,5.82,0,0
A4246,KR,18,69,53,61,5.26,0,0
A4247,KR,14.5,86,73,79,7.11,0,0
A4248,KR,18.4,96,75,85,10.44,0,0
A4249,MM,16.8,66,51,58,4.44,0,0
A4250,MM,13.2,56,44,50,2.59,0,0
A4251,MB,10.8,70,64,67,3.81,0,0
A4252,MP,20,59,45,52,4.25,0,0
A4253,KR,18.5,78,53,65,6.14,0,0
A4254,MB,17.3,73,61,67,5.85,12,4.1
A4255,MM,15.3,63,47,55,3.64,0,0
A4256,KR,18.4,62,43,52,3.91,0,0
A4257,KR,18.9,71,52,61,5.52,0,0
A4258,KR,18.3,78,61,69,6.84,0,0
A4259,MM,13.3,70,58,64,4.28,0,0
A4260,MM,19.6,72,58,65,6.5,0,0
A4261,MK,15.1,75,54,64,4.86,0,0
A4262,KR,21.1,64,51,57,5.38,0,0
A4263,MM,10.8,56,47,51,2.21,0,0
A4264,KR,15.2,82,67,74,6.54,0,0
A4265,KR,18.1,75,56,65,6.01,0,0
A4266,MM,17.2,69,55,62,5.19,0,0
A4267,LMB,11.5,76,63,69,4.3,0,0
A4268,KR,17,81,56,68,6.17,0,0
A4269,KR,16.3,66,47,56,4.01,0,0
A4270,KR,19.1,93,72,82,10.09,0,0
A4271,KR,19.6,79,56,67,6.91,0,0
A4272,KR,18.5,82,58,70,7.12,0,0
A4273,MK,19.3,71,57,64,6.21,0,0
A4274,MM,15.7,86,75,80,7.89,0,0
A4275,MM,18.8,84,54,69,7.03,0,0
A4276,MM,15.2,80,59,69,5.68,0,0
A4277,MM,16.2,65,51,58,4.28,0,0
A4278,MB,13.1,97,77,87,6.83,27,12.3
A4279,MM,18,72,62,67,5.63,20,11.3
A4280,MK,15,74,63,68,5.45,0,0
A4281,MK,15,63,50,56,3.69,0,0
A4282,MB,12.3,104,95,99,8.36,30,11.7
A4283,MK,21,87,61,74,9.03,0,0
A4284,MM,21.3,79,61,70,8.2,0,0
A4285,KR,13.3,108,92,100,10.45,0,0
A4286,KR,20.9,68,47,57,5.33,0,0
A4287,KR,20.9,67,47,57,5.33,0,0
A4288,KR,15.9,110,84,97,11.75,0,0
A4289,KR,16.1,76,64,70,6.2,0,0
A4290,KR,17.2,82,66,74,7.4,0,0
A4291,KR,19.1,76,55,65,6.34,0,0
A4292,BNS,14.7,90,74,82,7.76,0,0
A4293,MM,14.1,87,86,86,7.83,16,4.4
A4294,MM,16.9,62,49,55,3.77,12,6.1
A4295,MB,16.9,59,51,55,3.47,18,13.6
A4296,MM,13.2,68,55,61,3.86,0,0
A4297,KR,19.6,115,78,96,14.19,0,0
A4298,KR,20.9,95,77,86,12.14,0,0
A4299,KR,20.3,63,51,57,5.18,0,0
A4300,KR,19.4,61,51,56,4.78,0,0
A4301,KR,13.4,65,58,61,3.92,0,0
A4302,KR,11.4,80,64,72,4.64,0,0
A4303,KR,11.4,70,54,62,3.44,0,0
A4304,KR,13.8,72,56,64,4.44,0,0
A4305,KR,14.4,73,64,68,5.23,0,0
A4306,KR,15,56,41,48,2.71,0,0
A4307,KR,16.1,64,46,55,3.83,0,0
A4308,KR,21.9,81,54,67,7.72,0,0
A4309,KR,21.7,84,60,72,8.84,0,0
A4310,KR,18.3,74,56,65,6.07,0,0
A4311,KR,15.6,57,41,49,2.94,0,0
A4312,KR,16.7,69,59,64,5.37,0,0
A4313,KR,20.7,71,55,63,6.45,0,0
A4314,KR,16,61,47,54,3.66,0,0
A4315,MB,17.4,57,43,50,3.02,15,11.5
A4316,KR,13.1,73,50,61,3.83,0,0
A4317,MM,20.5,76,54,65,6.8,0,0
A4318,MM,13.9,76,69,72,5.66,0,0
A4319,MM,22.6,87,71,79,11.08,0,0
A4320,MM,16.7,116,95,105,14.46,0,0
A4321,KR,16.7,71,49,60,4.72,0,0
A4322,MM,17.4,80,58,69,6.51,0,0
A4323,MM,19.6,90,71,80,9.85,0,0
A4324,MB,19.7,68,63,65,6.54,0,0
A4325,MB,21,76,50,63,5.71,20,12.8
A4326,MM,13.1,77,66,71,5.19,0,0
A4327,MM,11.1,64,51,57,2.83,0,0
A4328,KR,17.1,66,47,56,4.21,0,0
A4329,KR,17.4,64,47,55,3.69,16,10.8
A4330,KR,19.8,81,61,71,7.84,0,0
A4331,MB,19,76,58,67,6.7,0,0
A4332,MB,16.9,59,54,56,4.16,0,0
A4333,MB,16.5,56,47,51,3.37,0,0
A4334,KR,20.6,70,51,60,5.82,0,0
A4335,KR,17.1,75,53,64,5.5,0,0
A4336,KR,17.4,82,65,73,6.89,15,5.4
A4337,KR,22.3,67,55,61,6.52,0,0
A4338,KR,13.2,65,59,62,3.99,0,0
A4339,KR,20.6,101,73,87,12.04,10,1.7
A4340,KR,13.5,82,67,74,5.81,0,0
A4341,KR,14.2,73,56,64,4.57,0,0
A4342,KR,11.2,56,53,54,2.57,0,0
A4343,MM,16.5,85,64,74,6.44,20,9.3
A4344,MM,20.6,65,47,56,5.07,0,0
A4345,KR,17,76,65,70,6.54,0,0
A4346,KR,15.4,59,47,53,3.4,0,0
A4347,MK,13.3,67,48,57,2.92,19,14.1
A4348,MM,17.6,78,66,72,7.17,0,0
A4349,MP,16.6,70,59,64,5.34,0,0
